ITEM_ID,GENRES,YEAR,CREATION_TIMESTAMP
233,Drama,1994,1640995200
234,Comedy,1994,1640995200
235,Comedy|Drama,1994,1640995200
236,Action|Comedy|Romance,1995,1640995200
237,Comedy|Romance,1995,1640995200
238,Adventure|Children,1995,1640995200
239,Animation|Children|Comedy|Romance,1995,1640995200
240,Thriller,1995,1640995200
241,Children|Drama,1995,1640995200
242,Drama|Musical,1994,1640995200
243,Children|Comedy|Fantasy,1995,1640995200
246,Documentary,1994,1640995200
247,Crime|Drama,1994,1640995200
248,Comedy,1994,1640995200
249,Drama|Romance,1994,1640995200
250,Children|Comedy,1995,1640995200
251,Action,1995,1640995200
252,Comedy|Romance,1994,1640995200
253,Drama|Horror,1994,1640995200
254,Drama,1995,1640995200
255,Comedy,1995,1640995200
256,Comedy|Sci-Fi,1994,1640995200
257,Mystery|Thriller,1995,1640995200
258,Adventure|Children|Comedy|Fantasy|Romance,1995,1640995200
259,Crime|Drama|Thriller,1995,1640995200
260,Action|Adventure|Sci-Fi,1977,1640995200
261,Drama,1994,1640995200
262,Children|Drama,1995,1640995200
263,Drama,1994,1640995200
265,Drama|Fantasy|Romance,1992,1640995200
266,Drama|Romance|War|Western,1994,1640995200
267,Comedy,1995,1640995200
269,Drama,1993,1640995200
270,Drama|Romance,1994,1640995200
271,Drama,1995,1640995200
272,Comedy|Drama,1994,1640995200
273,Drama|Horror|Sci-Fi,1994,1640995200
274,Comedy,1995,1640995200
275,Comedy,1994,1640995200
276,Comedy|Romance,1994,1640995200
277,Drama,1994,1640995200
278,Comedy,1995,1640995200
279,Drama,1995,1640995200
280,Drama|Thriller,1995,1640995200
281,Comedy|Drama|Romance,1994,1640995200
282,Drama,1994,1640995200
283,Crime|Drama,1995,1640995200
284,Action|Crime,1993,1640995200
285,Drama|Horror,1993,1640995200
287,Comedy|Romance,1994,1640995200
288,Action|Crime|Thriller,1994,1640995200
289,Comedy|Romance,1994,1640995200
290,Crime|Drama,1994,1640995200
291,Drama|Thriller,1996,1640995200
292,Action|Drama|Sci-Fi|Thriller,1995,1640995200
293,Action|Crime|Drama|Thriller,1994,1640995200
294,Comedy|Romance,1995,1640995200
295,Comedy|Romance,1995,1640995200
296,Comedy|Crime|Drama|Thriller,1994,1640995200
298,Drama,1992,1640995200
299,Drama,1994,1640995200
300,Drama,1994,1640995200
301,Drama|Romance,1994,1640995200
302,Drama|Romance,1994,1640995200
303,Action|Thriller|Western,1995,1640995200
304,Comedy|Drama,1995,1640995200
305,Comedy,1994,1640995200
306,Drama,1994,1640995200
307,Drama,1993,1640995200
308,Comedy|Drama,1994,1640995200
310,Comedy,1995,1640995200
311,Horror|Thriller,1994,1640995200
312,Comedy,1995,1640995200
313,Animation|Children,1994,1640995200
314,Children|Drama|Fantasy|Mystery,1994,1640995200
315,Action|Drama|Thriller,1994,1640995200
316,Action|Adventure|Sci-Fi,1994,1640995200
317,Comedy|Drama|Fantasy,1994,1640995200
318,Crime|Drama,1994,1640995200
319,Comedy|Drama|Thriller,1994,1640995200
320,Film-Noir|Thriller,1993,1640995200
321,Drama,1993,1640995200
322,Comedy|Drama,1995,1640995200
324,Comedy|Drama,1994,1640995200
325,Comedy,1995,1640995200
326,Drama,1994,1640995200
327,Action|Comedy|Sci-Fi,1995,1640995200
328,Horror|Thriller,1995,1640995200
329,Adventure|Drama|Sci-Fi,1994,1640995200
330,Action|Crime|Horror,1995,1640995200
331,Drama,1994,1640995200
332,Horror|Sci-Fi,1995,1640995200
333,Comedy,1995,1640995200
334,Drama,1994,1640995200
335,Mystery|Thriller,1995,1640995200
336,Drama|War,1995,1640995200
337,Drama,1993,1640995200
338,Action|Sci-Fi|Thriller,1995,1640995200
339,Comedy|Romance,1995,1640995200
340,Adventure|Drama|War,1994,1640995200
341,Drama,1994,1640995200
342,Comedy,1994,1640995200
343,Children,1995,1640995200
344,Comedy,1994,1640995200
345,Comedy|Drama,1994,1640995200
346,Drama|Musical,1993,1640995200
347,Drama|Film-Noir|Romance,1992,1640995200
348,Comedy,1994,1640995200
349,Action|Crime|Drama|Thriller,1994,1640995200
350,Drama|Mystery|Thriller,1994,1640995200
351,Comedy|Drama|Romance,1994,1640995200
352,Comedy|Drama,1994,1640995200
353,Action|Crime|Fantasy|Thriller,1994,1640995200
354,Drama,1994,1640995200
355,Children|Comedy|Fantasy,1994,1640995200
356,Comedy|Drama|Romance|War,1994,1640995200
357,Comedy|Romance,1994,1640995200
358,Drama,1995,1640995200
359,Comedy|Drama|Romance,1994,1640995200
360,Action|Comedy,1994,1640995200
361,Comedy|Drama|Romance,1994,1640995200
362,Adventure|Children|Romance,1994,1640995200
363,Documentary,1993,1640995200
364,Adventure|Animation|Children|Drama|Musical|IMAX,1994,1640995200
365,Drama,1993,1640995200
366,Drama|Horror|Mystery|Thriller,1994,1640995200
367,Action|Comedy|Crime|Fantasy,1994,1640995200
368,Adventure|Comedy|Western,1994,1640995200
369,Drama,1994,1640995200
370,Action|Comedy,1994,1640995200
371,Comedy|Drama,1994,1640995200
372,Comedy|Drama|Romance,1994,1640995200
373,Thriller,1992,1640995200
374,Children|Comedy,1994,1640995200
376,Action|Thriller,1994,1640995200
377,Action|Romance|Thriller,1994,1640995200
378,Comedy|Romance,1994,1640995200
379,Action|Sci-Fi|Thriller,1994,1640995200
380,Action|Adventure|Comedy|Romance|Thriller,1994,1640995200
381,Drama|Romance,1994,1640995200
382,Drama|Horror|Romance|Thriller,1994,1640995200
383,Western,1994,1640995200
384,Action|Crime|Drama,1995,1640995200
385,Drama,1994,1640995200
386,Drama,1994,1640995200
387,Action|Comedy,1994,1640995200
388,Drama,1995,1640995200
389,Drama|Romance|War,1994,1640995200
390,Action|Crime|Drama,1965,1640995200
391,Crime|Drama,1994,1640995200
393,Action|Adventure|Fantasy,1994,1640995200
405,Action|Fantasy,1994,1640995200
406,Drama,1994,1640995200
407,Horror|Thriller,1995,1640995200
408,Drama,1994,1640995200
409,Crime|Drama,1994,1640995200
410,Children|Comedy|Fantasy,1993,1640995200
412,Drama,1993,1640995200
413,Comedy,1994,1640995200
414,Comedy,1994,1640995200
415,Comedy|Thriller,1993,1640995200
416,Western,1994,1640995200
417,Comedy|Romance,1994,1640995200
418,Drama,1993,1640995200
419,Comedy,1993,1640995200
420,Action|Comedy|Crime|Thriller,1994,1640995200
421,Adventure|Children|Drama,1994,1640995200
422,Thriller,1994,1640995200
423,Action|Thriller,1994,1640995200
424,Drama,1994,1640995200
425,Drama|Romance,1994,1640995200
426,Horror|Sci-Fi|Thriller,1993,1640995200
427,Drama|Mystery|Romance|Thriller,1993,1640995200
428,Drama,1993,1640995200
429,Comedy,1994,1640995200
430,Comedy|Drama,1993,1640995200
431,Crime|Drama,1993,1640995200
432,Adventure|Comedy|Western,1994,1640995200
433,Comedy,1994,1640995200
434,Action|Adventure|Thriller,1993,1640995200
435,Comedy|Sci-Fi,1993,1640995200
436,Drama|Thriller,1994,1640995200
437,Comedy,1994,1640995200
438,Action|Comedy|Drama,1994,1640995200
440,Comedy|Romance,1993,1640995200
441,Comedy,1993,1640995200
442,Action|Adventure|Sci-Fi,1993,1640995200
444,Comedy|Romance,1993,1640995200
445,Comedy,1993,1640995200
446,Drama|Romance,1993,1640995200
448,Drama,1993,1640995200
449,Comedy,1994,1640995200
450,Comedy|Drama,1994,1640995200
451,Drama|Mystery|Romance,1993,1640995200
452,Drama,1994,1640995200
453,Comedy|Romance,1993,1640995200
454,Drama|Thriller,1993,1640995200
455,Adventure|Children|Drama,1993,1640995200
456,Crime|Drama|Thriller,1994,1640995200
457,Thriller,1993,1640995200
458,Drama|Western,1993,1640995200
459,Action|Adventure|Crime|Drama|Romance|Thriller,1994,1640995200
460,Comedy,1994,1640995200
461,Drama|Romance,1994,1640995200
464,Action|Adventure|Crime|Thriller,1993,1640995200
466,Action|Comedy|War,1993,1640995200
467,Comedy,1995,1640995200
468,Comedy|Romance,1995,1640995200
469,Drama|Romance,1993,1640995200
470,Comedy,1994,1640995200
471,Comedy,1994,1640995200
472,Comedy|Drama,1994,1640995200
473,Comedy|War,1994,1640995200
474,Action|Thriller,1993,1640995200
475,Drama,1993,1640995200
476,Comedy|Drama,1994,1640995200
477,Drama|Musical,1993,1640995200
478,Comedy|Crime|Drama,1994,1640995200
479,Action|Crime|Thriller,1993,1640995200
480,Action|Adventure|Sci-Fi|Thriller,1993,1640995200
481,Drama|Thriller,1993,1640995200
482,Crime|Drama|Thriller,1994,1640995200
484,Adventure|Children,1994,1640995200
485,Action|Adventure|Comedy|Fantasy,1993,1640995200
486,Comedy,1993,1640995200
487,Comedy|Western,1994,1640995200
488,Drama|Romance,1993,1640995200
489,Comedy,1993,1640995200
490,Thriller,1993,1640995200
491,Drama,1993,1640995200
492,Comedy|Mystery,1993,1640995200
493,Action|Crime|Drama,1993,1640995200
494,Action|Adventure|Thriller,1996,1640995200
495,Drama,1976,1640995200
496,Comedy|Drama|Romance|Thriller,1994,1640995200
497,Comedy|Romance,1993,1640995200
499,Comedy|Romance,1993,1640995200
500,Comedy|Drama,1993,1640995200
501,Drama,1993,1640995200
502,Action|Children|Romance,1994,1640995200
504,Action|Drama|Sci-Fi,1994,1640995200
505,Comedy,1994,1640995200
506,Drama|Fantasy|Romance,1992,1640995200
507,Crime|Drama|Thriller,1993,1640995200
508,Drama,1993,1640995200
509,Drama|Romance,1993,1640995200
510,Drama,1993,1640995200
511,Action|Drama,1993,1640995200
512,Horror|Sci-Fi,1994,1640995200
513,Comedy|Mystery|Romance,1994,1640995200
514,Comedy,1994,1640995200
515,Drama|Romance,1993,1640995200
516,Comedy|Drama,1994,1640995200
517,Action|Drama|Mystery,1993,1640995200
518,Comedy,1994,1640995200
519,Action|Crime|Drama|Sci-Fi|Thriller,1993,1640995200
520,Comedy,1993,1640995200
521,Crime|Thriller,1993,1640995200
522,Action|Drama,1992,1640995200
523,Drama,1993,1640995200
524,Drama,1993,1640995200
526,Drama,1992,1640995200
527,Drama|War,1993,1640995200
528,Comedy|Drama,1994,1640995200
529,Drama,1993,1640995200
531,Children|Drama,1993,1640995200
532,Comedy|Crime|Horror,1994,1640995200
533,Action|Adventure|Fantasy|Mystery,1994,1640995200
534,Drama|Romance,1993,1640995200
535,Drama,1993,1640995200
536,Drama,1994,1640995200
537,Drama,1994,1640995200
538,Drama,1993,1640995200
539,Comedy|Drama|Romance,1993,1640995200
540,Thriller,1993,1640995200
541,Action|Sci-Fi|Thriller,1982,1640995200
542,Comedy|Drama|Romance,1993,1640995200
543,Comedy|Romance|Thriller,1993,1640995200
544,Action|Crime,1993,1640995200
546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,1640995200
547,Action|Adventure|Thriller,1994,1640995200
548,Action|Mystery|Thriller,1994,1640995200
549,Drama|Musical,1993,1640995200
550,Comedy|Romance,1994,1640995200
551,Animation|Children|Fantasy|Musical,1993,1640995200
552,Action|Adventure|Comedy|Romance,1993,1640995200
553,Action|Drama|Western,1993,1640995200
555,Crime|Thriller,1993,1640995200
556,Documentary,1993,1640995200
558,Action|Adventure|Animation|Children|Fantasy,1994,1640995200
562,Comedy|Drama,1995,1640995200
563,Drama|Romance,1993,1640995200
564,Comedy,1994,1640995200
567,Comedy|Drama,1993,1640995200
568,Comedy|Drama,1993,1640995200
569,Comedy|Drama,1994,1640995200
573,Drama,1992,1640995200
574,Comedy|Drama,1994,1640995200
575,Children|Comedy,1994,1640995200
577,Adventure|Children|Drama,1994,1640995200
579,Crime|Thriller,1993,1640995200
580,Drama,1994,1640995200
581,Documentary,1995,1640995200
583,Comedy|Drama,1994,1640995200
585,Comedy,1995,1640995200
586,Children|Comedy,1990,1640995200
587,Comedy|Drama|Fantasy|Romance|Thriller,1990,1640995200
588,Adventure|Animation|Children|Comedy|Musical,1992,1640995200
589,Action|Sci-Fi,1991,1640995200
590,Adventure|Drama|Western,1990,1640995200
592,Action|Crime|Thriller,1989,1640995200
593,Crime|Horror|Thriller,1991,1640995200
594,Animation|Children|Drama|Fantasy|Musical,1937,1640995200
595,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,1640995200
596,Animation|Children|Fantasy|Musical,1940,1640995200
597,Comedy|Romance,1990,1640995200
599,Adventure|Western,1969,1640995200
600,Action|Comedy|Crime,1994,1640995200
602,Documentary,1994,1640995200
605,Drama|Romance,1996,1640995200
606,Fantasy|Horror,1995,1640995200
608,Comedy|Crime|Drama|Thriller,1996,1640995200
609,Adventure|Children,1996,1640995200
610,Action|Adventure|Animation|Horror|Sci-Fi,1981,1640995200
611,Action|Horror|Sci-Fi,1996,1640995200
612,Comedy,1996,1640995200
613,Drama|Romance,1996,1640995200
615,Comedy|Drama,1973,1640995200
616,Animation|Children,1970,1640995200
617,Comedy|Drama,1995,1640995200
618,Comedy|Romance,1995,1640995200
619,Comedy,1996,1640995200
626,Comedy,1996,1640995200
627,Drama|Thriller,1995,1640995200
628,Crime|Drama|Mystery|Thriller,1996,1640995200
631,Adventure|Animation|Children|Fantasy|Musical|Romance,1996,1640995200
632,Drama|War,1995,1640995200
633,Comedy,1995,1640995200
634,Comedy,1995,1640995200
635,Comedy|Drama,1996,1640995200
636,Drama,1995,1640995200
637,Comedy,1996,1640995200
638,Romance,1995,1640995200
639,Comedy|Drama,1996,1640995200
640,Drama|Thriller,1996,1640995200
645,Drama,1995,1640995200
647,Action|Crime|Drama|War,1996,1640995200
648,Action|Adventure|Mystery|Thriller,1996,1640995200
649,Comedy|Drama,1995,1640995200
650,Drama,1996,1640995200
653,Action|Adventure|Fantasy,1996,1640995200
656,Comedy,1996,1640995200
661,Adventure|Animation|Children|Fantasy|Musical,1996,1640995200
662,Thriller,1996,1640995200
663,Comedy,1996,1640995200
665,Comedy|Drama|War,1995,1640995200
667,Action,1996,1640995200
668,Drama,1955,1640995200
670,Drama,1959,1640995200
671,Comedy|Sci-Fi,1996,1640995200
673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,1640995200
674,Adventure|Comedy|Sci-Fi,1968,1640995200
678,Drama|Thriller,1993,1640995200
679,Drama,1995,1640995200
680,Drama|Mystery|Romance|Sci-Fi|Thriller,1965,1640995200
685,Drama,1996,1640995200
688,Action|Adventure|Comedy|War,1995,1640995200
691,Comedy|Romance,1996,1640995200
692,Action|Sci-Fi|Thriller,1996,1640995200
694,Action|Crime|Drama,1996,1640995200
695,Mystery|Thriller,1996,1640995200
697,Drama|Romance,1996,1640995200
698,Drama,1995,1640995200
700,Comedy,1995,1640995200
703,Drama,1996,1640995200
704,Action|Adventure,1996,1640995200
706,Drama,1996,1640995200
707,Crime|Drama|Thriller,1996,1640995200
708,Comedy|Romance,1996,1640995200
709,Adventure|Animation|Children|Comedy|Musical,1988,1640995200
710,Comedy,1996,1640995200
711,Adventure|Children,1996,1640995200
714,Drama|Mystery|Western,1995,1640995200
715,Drama|Romance,1995,1640995200
718,Comedy|Fantasy|Sci-Fi,1993,1640995200
719,Comedy,1996,1640995200
720,Adventure|Animation|Comedy,1996,1640995200
722,Documentary,1996,1640995200
724,Drama|Fantasy|Horror|Thriller,1996,1640995200
725,Comedy,1996,1640995200
726,Drama,1996,1640995200
728,Comedy,1995,1640995200
731,Crime|Thriller,1996,1640995200
733,Action|Adventure|Thriller,1996,1640995200
735,Horror,1994,1640995200
736,Action|Adventure|Romance|Thriller,1996,1640995200
737,Action|Sci-Fi,1996,1640995200
741,Animation|Sci-Fi,1995,1640995200
742,Horror|Thriller,1996,1640995200
743,Comedy,1996,1640995200
745,Animation|Children|Comedy,1995,1640995200
747,Comedy,1996,1640995200
748,Action|Sci-Fi|Thriller,1996,1640995200
750,Comedy|War,1964,1640995200
757,Drama,1994,1640995200
759,Documentary,1994,1640995200
760,Drama|War,1993,1640995200
761,Action|Adventure,1996,1640995200
762,Comedy|Crime,1996,1640995200
764,Drama|Romance,1995,1640995200
765,Comedy|Drama,1996,1640995200
766,Drama,1996,1640995200
773,Drama,1973,1640995200
775,Horror|Mystery,1968,1640995200
778,Comedy|Crime|Drama,1996,1640995200
779,Drama|Romance,1997,1640995200
780,Action|Adventure|Sci-Fi|Thriller,1996,1640995200
781,Drama,1996,1640995200
782,Drama|Thriller,1996,1640995200
783,Animation|Children|Drama|Musical|Romance,1996,1640995200
784,Comedy|Thriller,1996,1640995200
785,Comedy,1996,1640995200
786,Action|Drama|Thriller,1996,1640995200
788,Comedy|Fantasy|Romance|Sci-Fi,1996,1640995200
790,Drama,1994,1640995200
791,Documentary,1994,1640995200
795,Drama,1994,1640995200
798,Action|Adventure|Drama|Thriller,1996,1640995200
799,Comedy|Horror|Thriller,1996,1640995200
800,Drama|Mystery|Western,1996,1640995200
801,Children|Comedy,1996,1640995200
802,Drama|Romance,1996,1640995200
803,Comedy|Drama|Romance,1996,1640995200
804,Comedy|Romance,1996,1640995200
805,Drama|Thriller,1996,1640995200
806,Crime|Drama,1996,1640995200
808,Adventure|Children,1996,1640995200
809,Action|Adventure,1996,1640995200
810,Children|Comedy|Fantasy,1996,1640995200
813,Comedy,1996,1640995200
818,Comedy,1996,1640995200
823,Drama,1967,1640995200
824,Drama|Mystery,1993,1640995200
828,Adventure|Children,1996,1640995200
829,Comedy|Fantasy|Musical,1996,1640995200
830,Comedy,1996,1640995200
832,Crime|Thriller,1996,1640995200
833,Comedy,1996,1640995200
835,Drama,1996,1640995200
836,Action|Adventure|Thriller,1996,1640995200
837,Children|Comedy|Fantasy,1996,1640995200
838,Comedy|Drama|Romance,1996,1640995200
839,Action|Thriller,1996,1640995200
840,Children|Comedy,1996,1640995200
841,Horror,1959,1640995200
842,Comedy|Horror,1996,1640995200
848,Drama,1996,1640995200
849,Action|Adventure|Sci-Fi|Thriller,1996,1640995200
851,Drama,1996,1640995200
852,Comedy|Drama|Romance,1996,1640995200
858,Crime|Drama,1972,1640995200
861,Action|Comedy|Crime|Thriller,1992,1640995200
866,Crime|Drama|Romance|Thriller,1996,1640995200
867,Comedy|Crime,1996,1640995200
869,Crime|Drama|Musical|Thriller,1996,1640995200
870,Comedy,1997,1640995200
875,Action|Crime|Drama,1994,1640995200
876,Action|Comedy|Crime|Thriller,1993,1640995200
879,Horror|Thriller,1997,1640995200
880,Sci-Fi|Thriller,1996,1640995200
881,Children|Comedy,1996,1640995200
882,Drama|Thriller,1996,1640995200
885,Children|Drama|Fantasy,1996,1640995200
886,Action|Comedy|Crime,1996,1640995200
888,Adventure|Animation|Children|Musical,1995,1640995200
889,Drama|Romance,1994,1640995200
891,Horror|Thriller,1995,1640995200
892,Comedy|Drama|Romance,1996,1640995200
893,Drama,1996,1640995200
896,Drama,1994,1640995200
897,Adventure|Drama|Romance|War,1943,1640995200
898,Comedy|Drama|Romance,1940,1640995200
899,Comedy|Musical|Romance,1952,1640995200
900,Musical|Romance,1951,1640995200
901,Comedy|Musical,1957,1640995200
902,Drama|Romance,1961,1640995200
903,Drama|Mystery|Romance|Thriller,1958,1640995200
904,Mystery|Thriller,1954,1640995200
905,Comedy|Romance,1934,1640995200
906,Drama|Thriller,1944,1640995200
907,Comedy|Musical|Romance,1934,1640995200
908,Action|Adventure|Mystery|Romance|Thriller,1959,1640995200
909,Comedy|Drama|Romance,1960,1640995200
910,Comedy|Crime,1959,1640995200
911,Comedy|Crime|Mystery|Romance|Thriller,1963,1640995200
912,Drama|Romance,1942,1640995200
913,Film-Noir|Mystery,1941,1640995200
914,Comedy|Drama|Musical|Romance,1964,1640995200
915,Comedy|Romance,1954,1640995200
916,Comedy|Drama|Romance,1953,1640995200
917,Children|Drama,1939,1640995200
918,Musical,1944,1640995200
919,Adventure|Children|Fantasy|Musical,1939,1640995200
920,Drama|Romance|War,1939,1640995200
921,Comedy,1982,1640995200
922,Drama|Film-Noir|Romance,1950,1640995200
923,Drama|Mystery,1941,1640995200
924,Adventure|Drama|Sci-Fi,1968,1640995200
926,Drama,1950,1640995200
927,Comedy,1939,1640995200
928,Drama|Mystery|Romance|Thriller,1940,1640995200
